os     , alg            , cpu_total_mean_ms  , cpu_total_sd_ms    , cpu_pct_mean      , cpu_pct_sd
Linux  , linear_scan    ,  17.3697           , 0.46932790006324604, 6.245             , 0.005270462766947434
Linux  , log_halving    ,  25.913099999999996, 0.8345274710876818 , 6.25              , 0.0
Linux  , mergesort      ,  78.9016           , 0.8981394595990613 , 6.25              , 0.0
Linux  , quadratic_bench,  25.4808           , 0.4875222615999744 , 6.2490000000000006, 0.0031622776601684197
Windows, linear_scan    ,  21.875            , 8.068715304598786  , 7.509             , 2.7498745425928073
Windows, log_halving    ,  23.4375           , 8.235098073355154  , 6.2219999999999995, 2.1770612199833876
Windows, mergesort      , 114.0625           , 7.547592055307     , 6.096             , 0.2720784200679403
Windows, quadratic_bench,  26.5625           , 7.547592055307     , 6.3149999999999995, 1.801488582009642
